16304554,,14.5,"Service",,"D",,"Taizhou",,,"STEM",,"01-Oct-2015",,,,"Jiangsu New YZJ","Yangzijiang Holdings",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC7 500-8P - AC generator(s) at 1,890ekW total, (2,363kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Changzhou Zhonghai"
16304659,,12,"Eco-Speed - Laden",,"D",,"Weihai",,,"MINSHIP",,"01-May-2017",,,,"AVIC Weihai Shipyard","AVIC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16304662,,14,"Service",,"D",,"Weihai",,,"MINSHIP",,"01-Jan-2018",,,,"AVIC Weihai Shipyard","AVIC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16304770,,13.8,"Laden",,"Y",,"Imabari",,,"Toei Holdings",,"01-Oct-2017",,,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16304862,,,,,"Y",,"Taizhou",,,"Xiamen Yanzhan Shpg",,"01-Mar-2015","Y","B",,"Zhejiang Haichang SB","Zhejiang Haichang SB",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)",,,1
16304875,,14.5,"Design Speed",,"D",,"Qingdao",,,"Dryships",,"01-Jul-2017",,,,"Qingdao Yangfan Ind","Yangfan Group",,,,,"Y","Fitted",,,"20-Nov-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x Hyundai Electric HFC7 506-84K - ac generator(s) at 2,700ekW total, (3,711kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Zhenjiang Tongzhou, 85rpm"
16305043,,13,"Laden",,"Y",,"Ninh Phuoc",,,"Anglo-Eastern Group","Y","01-Aug-2015",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Fitted",,,"07-Jul-2020",,4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 5H21/32 - 4-stroke 5-cyl. 210mm x 320mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,250ekW total, (2,813kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 89.20rpm",15.78,,,21.36,18.4
16305056,,14.3,"Service",,"Y",,"Ninh Phuoc",,,"Anglo-Eastern Group","Y","01-Mar-2016",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Fitted",,,"31-Dec-2020",,4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 5H21/32 - 4-stroke 5-cyl. 210mm x 320mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,250ekW total, (2,813kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 89.20rpm",15.78,,,21.36,18.4
16305072,,12.75,"Laden",,"Y",,"Ninh Phuoc",,,"Anglo-Eastern Group","Y","01-Nov-2016",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Fitted",,,"05-Dec-2021",,4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 5H21/32 - 4-stroke 5-cyl. 210mm x 320mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,250ekW total, (2,813kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 89.20rpm",15.78,,,21.36,18.4
16305085,,15.78,"Maximum Speed",,"Y",,"Ninh Phuoc",,,"Anglo-Eastern Group","Y","01-Mar-2017",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Pending",,,"14-May-2022",,4,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 5H21/32 - 4-stroke 5-cyl. 210mm x 320mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,250ekW total, (2,813kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 89.20rpm",15.78,,,21.36,18.4
16305230,,14.3,"Service",,"D",,"Qinghuangdao",,,"GEG",,"01-Jun-2017",,,,"Shanhaiguan SB","CSSC",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 92.50rpm"
16305430,"EGLE",13,"Eco-Speed - Laden",,"Y",,"Jiangyin",,,"Eagle Bulk Shipping",,"01-Jan-2017",,,,"Chengxi Shipyard","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,310mkW total at 720rpm driving 3 x Hyundai Electric 1FC2 563-3SB83 - AC generator(s) at 2,100ekW total, (2,625kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 89rpm"
16305564,,13,"Service",,"M",,"Taizhou",,,"Jiangsu Shagang",,"01-May-2015","Y","B",,"Jingjiang Nanyang","Jingjiang Nanyang",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
16305577,,,,,"M",,"Taizhou",,,"Jiangsu Shagang",,"01-Sep-2015","Y","B",,"Jingjiang Nanyang","Jingjiang Nanyang",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
16305580,,,,,"M",,"Taizhou",,,"Jiangsu Shagang",,"01-Nov-2015","Y","B",,"Jingjiang Nanyang","Jingjiang Nanyang",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm"
16305827,"2617",14.5,"Service",,"M",,"Saikai",,,"Taiwan Navigation",,"01-Aug-2016",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x ac generator(s) at 1,710ekW total, (2,137.50kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 99rpm"
16306279,,14,"Service",,"M",,"Jiangmen",,,"Victoria Shipman.",,"01-Jul-2015",,,,"Jiangmen Nanyang","Jiangmen Nanyang",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,845mkW total at 900rpm driving 3 x AC generator(s) at 1,650ekW total, (2,064kVA total) at 60Hz","15-May-2023","1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16306466,,,,,"M",,"Shanghai",,,"Dryships",,"01-Jun-2017",,,,"Hudong Zhonghua","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - 4-stroke 1,950mkW total driving 3 x Hyundai Electric HFC6 504-14K - ac generator(s) at 1,800ekW total, (2,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 91.50rpm"
16306479,,11.75,"Eco-Speed - Laden",,"M",,"Shanghai",,,"CST Belchem",,"01-Aug-2017",,,,"Shanghai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric HFC6 504-14K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 91.50rpm, Ø6.95m"
16306695,,,,,"M",,"Hakodate",,,"Misuga Kaiun Co Ltd",,"01-Aug-2017",,,,"Hakodate Dock","Namura Zosensho",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm"
16306729,,13.3,"Laden",,"M",,"Imabari",,,,"Y","01-Aug-2016",,,,"I-S Shipyard","Imabari Shipbuilding",,,,,"Y","Fitted",,,"28-Sep-2021",,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,23.52,19.04
16306790,,14.5,"Service",,"D",,"Fukuyama",,,"Union Marine Mgmt",,"01-Feb-2019",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm"
16306961,,14,"Laden",,"M",,"Imabari",,,"Filharmony Ship",,"01-Jun-2016",,,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16306974,,16.2,"Trial Speed",,"M",,"Marugame",,,"Imabari Shipbuilding",,"01-Sep-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16306987,,16,"Trial Speed",,"M",,"Marugame",,,"Chiba Shipping",,"01-Jun-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 82rpm"
16306990,,16.3,"Trial Speed",,"M",,"Marugame",,,"Chiba Shipping",,"01-Jul-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 82rpm"
16307005,,16.3,"Trial Speed",,"M",,"Marugame",,,"Chiba Shipping",,"01-Aug-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 82rpm"
16307018,"N21",16.1,"Trial Speed",,"M",,"Marugame",,,"Misuga Kaiun Co Ltd",,"01-May-2016",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307021,,15,"Service",,"M",,"Mihara",,,"Berge Bulk",,"01-Mar-2017",,,,"Imabari SB Hiroshima","Imabari Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x ac generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 75rpm"
16307034,"9110",16.6,"Trial Speed",,"M",,"Mihara",,,"NS United KK",,"01-Sep-2016",,,,"Imabari SB Hiroshima","Imabari Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x ac generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 75rpm"
16307047,,15.6,"Trial Speed",,"M",,"Tadotsu",,,"Orix Corporation",,"01-Dec-2019",,,,"Tadotsu Shipyard","Imabari Shipbuilding",,,,,,"Fitted",,,"31-Jul-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307050,,15.9,"Trial Speed",,"M",,"Tadotsu",,,,,"01-Aug-2016",,,,"Tadotsu Shipyard","Imabari Shipbuilding",,,,,,"Fitted",,,"03-Aug-2021",,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307155,,14.5,"Design Speed",,"M",,"Iwagi",,,"Marubeni Corp",,"01-Sep-2016",,,,"Iwagi Zosen","Imabari Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,980mkW total at 900rpm driving 3 x Taiyo FE 547A-8 - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 99rpm"
16307168,,17.1,"Trial Speed",,"M",,"Nantong",,,"Kumiai Senpaku",,"01-Jan-2017",,,,"Nantong COSCO KHI","COSCO Shipping HI",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 4,110mkW total at 900rpm driving 3 x AC generator(s) at 3,900ekW total, (4,875kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307171,,16.4,"Trial Speed",,"M",,"Nantong",,,"Anglo-Eastern Group",,"01-May-2017",,,,"Nantong COSCO KHI","COSCO Shipping HI",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 4,110mkW total at 900rpm driving 3 x AC generator(s) at 3,900ekW total, (4,875kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307263,,13.5,"Laden",,"M",,"Ichihara",,,"Schulte Group",,"01-Jan-2017",,,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 808mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,21.87,18.92
16307276,,14.5,"Service",,"M",,"Ichihara",,,"Fleet Management",,"01-Mar-2017",,,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Pending",,,"29-May-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 808mkW total at 900rpm driving 3 x AC generator(s) at 60Hz","29-May-2022","1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,21.87,18.92
16307289,,15.8,"Trial Speed",,"M",,"Ichihara",,,"Fleet Management",,"01-Apr-2017",,,,"Mitsui SB (Chiba)","Mitsui Eng & SB",,,,,,"Pending",,,"26-Jun-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 808mkW total at 900rpm driving 3 x AC generator(s) at 60Hz","26-Jun-2022","1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,21.87,18.92
16307292,,16.1,"Trial Speed",,"M",,"Tamano",,,,,"01-Jan-2016",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,"Y","Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307300,,12,"Laden",,"M",,"Tamano",,,"Alexandria Shipping","Y","01-Sep-2021",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,"22-Sep-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307313,"9115",15.9,"Trial Speed",,"M",,"Tamano",,,"Meiji Shipping",,"01-Sep-2016",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307326,,14.5,"Design Speed",,"M",,"Tamano",,,"Atlantic Bulk",,"01-Feb-2017",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Pending",,,"31-Mar-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - ac generator(s) at 1,680ekW total, (2,100kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 99rpm"
16307339,,14.5,"Service",,"M",,"Tamano",,,"ITOCHU Corp",,"01-Feb-2017",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307342,,15.9,"Trial Speed",,"M",,"Tamano",,,"Kobe Shipping",,"01-Mar-2016",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,"08-Mar-2021",,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307355,,13.6,"Laden",,"M",,"Tamano",,,"Meiho Kaiun",,"01-Nov-2016",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,"Y","Fitted",,,"14-Nov-2021",,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,21.8,18.9
16307368,,14.5,"Service",,"M",,"Tamano",,,"Tsurumi Kisen",,"01-Mar-2019",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,"Y","Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm",,,,21.8,18.9
16307371,,14,"Laden",,"M",,"Tamano",,,"Alexandria Shipping",,"01-Mar-2018",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307384,,,,,"M",,"Tamano",,,"Meiji Shipping",,"01-Jun-2019",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x ac generator(s) at 2,460ekW total, (3,075kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307584,,12,"Laden",,"M",,"Onomichi",,,"Anglo-Eastern Group",,"01-Apr-2016",,,,"Naikai Innoshima","Naikai Zosen Corp",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 113rpm"
16307597,"600755",15.7,"Trial Speed",,"M",,"Imari",,,"Far Eastern Group",,"01-Sep-2020",,,,"Namura Shipbuilding","Namura Zosensho",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307605,"600755",15.8,"Trial Speed",,"M",,"Imari",,,"Xiamen ITG",,"01-Aug-2020",,,,"Namura Shipbuilding","Namura Zosensho",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 800mkW total at 1,000rpm driving 3 x ac generator(s) at 750ekW total, (937.50kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307621,,16,"Trial Speed",,"M",,"Saikai",,,"Interocean Shpg Co",,"01-Mar-2016",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16307634,,16.3,"Trial Speed",,"M",,"Saikai",,,"Blue Marine Mgmt",,"01-May-2016",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307647,,16.5,"Trial Speed",,"M",,"Saikai",,,"Nippon Yusen Kaisha",,"01-Sep-2016",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 225ekW total, (281kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16307663,,,,,"M",,"Saikai",,,"Foremost Group",,"01-Aug-2016",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 89rpm"
16307676,,14.8,"Service",,"M",,"Saikai",,,"Foremost Group",,"01-Jan-2017",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 89rpm"
